Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Brown Wool
chiselsandbits:block_bit:0, Chiseled Bit - Brown Wool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Wool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Wool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Wool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Wool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Wool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wool
chiselsandbits:block_bit:0, Chiseled Bit - Wool
chiselsandbits:block_bit:0, Chiseled Bit - Wool
chiselsandbits:block_bit:0, Chiseled Bit - Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Diamondium Block
chiselsandbits:block_bit:0, Chiseled Bit - Diamondium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Emeraldi Block
chiselsandbits:block_bit:0, Chiseled Bit - Emeraldi Ore
chiselsandbits:block_bit:0, Chiseled Bit - Goldirite Block
chiselsandbits:block_bit:0, Chiseled Bit - Goldirite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ironium Block
chiselsandbits:block_bit:0, Chiseled Bit - Ironium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Glass
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Mining Pipe
chiselsandbits:block_bit:0, Chiseled Bit - Apatite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Apatite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Larch Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Teak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Desert Acacia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Chestnut Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Wenge Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sequoia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Kapok Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Balsa Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Walnut Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Greenheart Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahoe Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Poplar Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Papaya Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Plum Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Maple Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Citrus Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Giant Sequoia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ipe Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Padauk Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cocobolo Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Zebrawood Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Larch Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Teak Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Desert Acacia Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Chestnut Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Wenge Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sequoia Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Kapok Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Balsa Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Walnut Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Greenheart Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahoe Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Poplar Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Papaya Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Plum Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Maple Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Citrus Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Giant Sequoia Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ipe Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Padauk Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cocobolo Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Zebrawood Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Larch Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Teak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Desert Acacia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Chestnut Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Wenge Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sequoia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Kapok Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Balsa Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Walnut Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Greenheart Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mahoe Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Poplar Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Papaya Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Plum Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Maple Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Citrus Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Giant Sequoia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Ipe Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Padauk Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Cocobolo Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Zebrawood Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Larch Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Teak Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Desert Acacia Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Chestnut Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Wenge Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Sequoia Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Kapok Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Balsa Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Walnut Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Greenheart Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Mahoe Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Poplar Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Papaya Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Plum Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Maple Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Citrus Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Giant Sequoia Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Ipe Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Padauk Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Cocobolo Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Zebrawood Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Resonating Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dense Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Poisoned Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Radiation Sensor
chiselsandbits:block_bit:0, Chiseled Bit - Machine Frame
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Electrical Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Energetic Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Vibrant Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Conductive Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Pulsating Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Dark Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Soularium Block
chiselsandbits:block_bit:0, Chiseled Bit - Alloy Smelter (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Item Buffer (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Power Buffer (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Omni Buffer (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Creative Buffer (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Crafter (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Painting Machine (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Power Monitor (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - SAG Mill (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Slice'N'Splice (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Stirling Generator (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Fluid Tank (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Pressurized Fluid Tank (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Travel Anchor (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Vacuum Chest (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Wireless Charger (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Hardened Stone
chiselsandbits:block_bit:0, Chiseled Bit - Hardened Stone Paver
chiselsandbits:block_bit:0, Chiseled Bit - Hardened Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Hardened Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Paver
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Alabaster Paver
chiselsandbits:block_bit:0, Chiseled Bit - Alabaster Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Alabaster Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Lonsdaleite
chiselsandbits:block_bit:0, Chiseled Bit - Lonsdaleite Paver
chiselsandbits:block_bit:0, Chiseled Bit - Lonsdaleite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Lonsdaleite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Enriched Sand
chiselsandbits:block_bit:0, Chiseled Bit - Magical Planks
chiselsandbits:block_bit:0, Chiseled Bit - Magical Wood
chiselsandbits:block_bit:0, Chiseled Bit - Diagonal Wood
chiselsandbits:block_bit:0, Chiseled Bit - Angel Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Clock
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Triple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Quadruple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Quintuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Sextuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Septuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Octuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Triple Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Quadruple Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Sand
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Sand
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Triple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Quadruple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Quintuple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Sextuple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Border Stone
chiselsandbits:block_bit:0, Chiseled Bit - Crossed Stone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Stone
chiselsandbits:block_bit:0, Chiseled Bit - Stoneburnt
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Glass
chiselsandbits:block_bit:0, Chiseled Bit - Truchet
chiselsandbits:block_bit:0, Chiseled Bit - Blue Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass (Bordered)
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass (Patterned)
chiselsandbits:block_bit:0, Chiseled Bit - Dark Glass
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Glass
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Glass
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enchanted Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Demon Metal
chiselsandbits:block_bit:0, Chiseled Bit - Yellorite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Yellorite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Anglesite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Yellorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Cyanite Block
chiselsandbits:block_bit:0, Chiseled Bit - Graphite Block
chiselsandbits:block_bit:0, Chiseled Bit - Blutonium Block
